energy,Ac,Ag,Al,Ar,As,At,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Cl,Co,Cr,Cs,Cu,Dy,Er,Eu,F,Fe,Fr,Ga,Gd,Ge,H,He,Hf,Hg,Ho,I,In,Ir,K,Kr,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ne,Ni,O,Os,P,Pa,Pb,Pd,Pm,Po,Pr,Pt,Ra,Rb,Re,Rh,Rn,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Tc,Te,Th,Ti,Tl,Tm,U,V,W,Xe,Y,Yb,Zn,Zr
10.75,125.54551,94.52778,5.15487,0.00787,17.18877,11.27832,168.27719,0.21851,49.85363,0.09207,100.38167,11.12552,0.3922,10.87349,81.11397,106.07613,6.69109,126.33415,76.6145,25.63698,149.90037,191.18423,219.11458,104.98846,0.66442,103.14846,11.65143,112.09568,162.15013,14.5214,0.0,0.0,322.24502,124.99137,204.1122,60.54408,72.76572,183.81145,5.10964,0.01333,92.40981,0.01512,264.15133,2.6543,86.47467,66.154,0.00033,1.09908,51.83551,123.18408,0.00073,143.78014,0.00058,459.87269,5.40721,205.31941,112.32778,100.7836,134.19106,100.62714,114.51875,182.97402,60.05317,6.40693,415.30386,98.60431,0.01032,91.83066,7.74605,73.4332,22.33394,15.39017,5.74998,143.51225,76.14193,11.79379,301.55784,177.88801,80.0626,70.59207,149.40894,38.06632,113.04402,236.44748,256.25568,57.05357,365.89077,0.07014,22.79546,180.30669,129.21092,36.14387
11.25,112.51057,84.12812,4.53797,0.00697,15.19195,10.11286,150.42898,0.1965,44.39497,0.08455,89.93311,9.86352,0.34866,9.62944,72.20785,94.65756,5.9204,112.55217,68.22282,22.80513,134.34107,170.60811,196.12309,93.75151,0.58598,91.9029,10.44094,99.88559,144.76923,97.24645,0.0,0.0,329.63974,111.9014,182.70292,53.83596,64.76999,422.77622,4.52349,0.01182,82.36551,0.01436,237.00584,2.33567,77.04243,58.77893,0.00029,0.96739,46.02765,110.03608,0.00065,128.05584,0.00051,409.77825,4.76418,183.88448,100.57163,89.70778,119.85816,90.22451,102.30167,163.09001,53.81844,5.6798,369.50282,87.79011,0.00925,81.75522,6.82685,65.33188,19.78359,13.64524,5.06435,128.1639,67.7585,10.45459,370.94815,158.70198,71.26027,62.78594,133.85336,33.71496,101.19788,210.9212,229.47732,50.56128,322.49936,0.06235,20.20309,161.89048,115.7172,32.03086
11.75,100.85583,74.86214,3.99202,0.00616,101.5172,9.06808,343.74149,0.17709,39.49669,0.07793,80.56208,8.74346,0.31029,8.52296,64.26358,84.40018,5.23213,100.24082,60.64318,20.27297,120.20439,152.26854,175.50983,83.71518,0.51665,81.8589,9.35923,89.17992,129.24408,86.20949,0.0,0.0,297.13326,99.86611,163.44458,47.86131,57.64696,378.18574,4.00236,0.01047,73.34951,0.01369,212.78636,2.05394,68.61531,52.19108,0.00026,0.85097,40.82731,98.27215,0.00057,114.02512,0.00045,363.95445,4.19453,164.7441,90.05549,79.84437,107.05787,80.87391,91.31643,375.57838,48.24053,5.03436,421.61083,78.14899,0.0083,72.75944,6.01114,58.11875,17.51502,12.07947,4.45721,114.45661,60.29335,9.26585,385.03015,141.60314,63.37052,55.83545,119.96311,29.84395,90.50543,188.41746,205.55509,44.76101,399.40623,0.05541,17.90187,145.22139,103.69393,28.37344
12.25,90.82928,66.93885,3.52971,0.00548,89.88449,8.16508,307.74926,0.16077,35.26192,0.07234,72.47412,7.79082,0.278,7.57905,57.45428,75.51405,4.64042,89.66987,54.0047,18.09783,107.70654,136.5387,157.654,75.10002,0.45804,73.23821,8.4305,80.21329,115.92287,77.13779,0.0,0.0,267.79342,228.05778,146.71319,42.75464,51.55471,337.91607,3.55805,0.00933,65.56017,0.01312,191.68011,1.81572,61.37713,46.54431,0.00023,0.75253,36.34,88.13992,0.0005,101.98872,0.0004,451.80029,3.71146,148.32608,81.0225,71.41355,96.06849,72.75891,81.77038,335.84854,43.43924,4.48529,407.34881,69.89144,0.00747,65.03769,5.31927,51.95585,15.57951,10.75248,3.94261,102.68995,53.91417,8.25466,348.03325,126.97316,56.55139,49.89682,108.04284,26.5413,81.36712,169.41876,185.02642,39.80119,416.40486,0.04948,15.94425,130.70815,93.37245,25.26311
12.75,82.50063,60.41163,3.15323,0.00491,80.99007,7.40993,277.78921,0.14754,31.76592,0.0678,65.54864,6.98704,0.25187,6.80344,51.84046,68.09542,4.15009,80.92155,48.49386,16.30765,97.2754,123.5174,142.71393,67.96753,0.40993,66.10046,7.65642,72.82756,104.89939,69.86145,0.0,0.0,243.13528,206.12815,132.77728,38.54931,46.51859,421.44499,3.19311,0.0084,59.06796,0.01265,174.00681,1.62174,55.2952,41.84751,0.00021,0.67244,32.66344,79.64228,0.00045,92.02317,0.00036,442.82883,3.3172,134.71926,73.17393,64.44926,86.86604,66.03164,73.8161,301.30378,39.46057,4.0353,427.02174,63.0415,0.00678,58.60242,4.75428,46.87749,13.98835,71.74541,3.52295,92.94387,48.65489,7.42565,316.1795,114.87397,50.90655,45.00471,98.13424,23.82714,185.19934,153.44799,168.02787,35.72578,379.13908,0.0446,14.33977,118.51653,84.49281,22.71391
13.25,74.71145,54.32734,2.80396,0.00439,72.83956,6.70071,249.50031,0.1353,28.50539,0.06359,148.02263,46.40772,0.22768,6.08131,46.60686,61.14667,3.69237,72.75321,43.34436,14.63972,87.50411,111.35803,128.70834,61.30419,0.36518,59.43249,6.93148,65.92796,94.60664,63.14477,0.0,0.0,219.97261,185.08264,119.73375,34.63044,41.81891,440.21164,2.85338,0.00752,52.99287,0.01221,157.41937,1.4418,49.58245,37.45646,0.00018,0.59817,29.24429,71.66775,0.0004,82.71705,0.00032,427.03945,2.95114,122.00465,165.89414,57.94942,78.23502,59.71827,66.36779,378.29182,35.74133,3.61677,387.18532,56.63859,0.00614,52.57843,4.22958,42.14382,12.50665,64.12131,3.13342,83.8336,43.75101,6.6545,286.01182,103.57946,45.63454,40.44523,88.86662,21.29999,167.21498,138.45045,152.15023,31.93142,343.42215,0.04005,12.84738,107.06509,76.08815,20.34286
13.75,68.51193,49.53655,2.53388,0.00397,66.66424,6.11502,314.85306,0.12591,25.95191,0.06035,134.72978,41.77164,0.20914,5.51712,42.50055,55.64668,3.33776,66.30957,39.31386,13.33099,79.734,101.76248,117.59974,55.98916,0.33058,54.12391,6.35131,60.17364,86.47897,57.88565,0.0,0.0,201.3579,167.77793,109.39404,31.55702,38.12608,402.71454,2.58809,0.00681,48.23542,0.01187,143.94495,1.30292,44.98953,34.03624,0.00017,0.54088,26.58005,65.301,0.00036,75.37978,0.00029,390.98757,2.66768,111.90152,151.22068,52.7914,71.35317,134.59102,60.41453,396.64814,32.75233,3.29039,354.30042,51.54939,0.00562,47.8113,3.8232,38.42733,11.34848,58.46163,2.83205,76.48665,39.88666,6.05304,261.73528,94.66623,41.45618,36.868,81.52021,19.32399,152.34257,126.51918,139.56299,28.96608,314.37633,0.03648,11.68329,97.84001,69.38266,18.49429
14.25,62.55067,44.93347,2.27565,0.00357,60.74787,13.73199,331.48365,0.11694,23.50473,0.05725,122.45715,37.7164,0.19143,4.97673,38.56182,50.37691,2.9985,60.12803,35.4534,12.07687,72.27518,92.55589,106.93838,50.88059,0.29752,49.00607,5.78766,54.64333,78.65734,52.79589,0.0,0.0,183.43627,212.48135,99.47173,28.61132,34.58658,368.01031,2.33402,0.04501,43.6768,0.01155,130.99127,1.17014,40.58803,30.76148,0.00015,0.4861,24.02896,59.1854,0.00033,68.34213,0.00026,356.31705,2.39654,102.19356,136.99921,47.83916,64.73849,122.85527,54.70678,363.42867,29.86899,2.97479,322.70541,46.66309,0.00513,43.2374,3.43444,34.8624,10.23905,53.06407,2.54382,69.43186,36.18154,5.47706,238.3763,86.10417,37.45582,33.43897,74.45255,17.43141,137.86844,115.06501,127.47553,26.12575,286.44966,0.03306,10.56856,88.97958,62.94138,16.72415
14.75,57.63049,41.15053,2.06917,0.00325,55.96299,12.60818,305.11185,0.1098,21.52197,0.05477,112.18624,34.58282,0.17736,4.54034,35.3553,46.11313,2.72629,55.09166,32.33591,11.06135,66.17652,85.04888,98.23125,46.67415,0.27122,44.72167,5.31538,50.09184,72.17288,48.4461,0.0,0.0,168.54295,224.4429,91.37321,26.22366,31.71707,338.4802,2.129,0.04093,39.98692,0.01129,120.31295,1.06407,37.02289,28.12233,0.00014,0.44237,21.97226,54.16714,0.0003,62.61366,0.00024,327.68225,2.1793,94.21223,124.97825,43.78613,59.29119,112.57431,50.07179,334.42669,27.44732,2.7113,296.74647,42.66337,0.01147,39.50778,3.12269,31.95969,9.34264,48.81185,2.31305,63.65359,33.17219,5.01241,219.02656,79.07649,34.23321,30.65748,68.60287,15.90335,175.29515,105.69545,117.5718,23.83164,263.41306,0.03029,9.66947,81.71248,57.65453,15.29668
15.25,52.83941,37.53062,1.87231,0.00294,51.34174,11.52819,280.47917,0.103,19.62693,0.05241,102.2003,31.60135,0.16396,4.12354,32.28114,42.03856,2.46666,50.24218,29.35859,10.09078,60.34096,77.84572,89.8971,42.64174,0.24617,40.62767,11.86855,45.73073,65.96318,44.27497,0.0,0.0,154.27072,206.92742,83.61518,23.94111,28.97037,310.18151,1.93242,0.03722,36.46017,0.01104,110.08567,0.96296,33.61752,25.60194,0.00013,0.40069,20.00805,49.37198,0.00027,57.13321,0.00022,300.24226,1.9721,86.54802,159.5114,39.90255,54.07825,102.63446,45.64261,306.61396,52.49625,17.76471,271.85306,38.83793,0.01054,35.94647,2.82536,29.18404,8.48642,44.74805,2.093,58.11317,30.29547,4.56265,200.48258,72.33946,31.15593,27.99656,62.94869,14.44377,185.7082,96.72692,108.06475,21.64051,241.3058,0.02764,8.81074,74.75401,52.59271,13.93343
15.75,117.06669,34.57063,1.71436,0.00269,47.38285,10.62556,259.47547,0.09757,18.08694,0.05051,130.9687,29.23561,0.15327,3.78604,29.74272,38.72991,2.25799,46.14919,26.94862,9.3022,55.57043,71.87255,83.07278,39.3138,0.22618,37.30443,10.95764,42.14024,60.86564,40.82705,0.0,0.0,142.5126,191.51812,77.2355,22.08399,26.72085,286.8676,1.77,0.03434,33.59381,0.01083,101.68419,0.88192,30.8589,23.56227,0.00012,0.3673,18.41818,45.4799,0.00025,52.65675,0.0002,277.63882,1.80554,80.1675,169.33647,36.70495,49.81399,94.19259,42.04648,283.61529,56.23843,16.31104,251.27282,35.71796,0.00972,33.06646,2.58639,26.92275,7.79293,41.44693,1.91632,53.53555,27.95561,4.18549,185.20032,66.77894,28.66691,25.82373,58.10909,13.26137,171.88908,89.38174,100.16342,19.86621,222.9605,0.02549,8.11532,69.0448,48.44185,12.83007
16.25,108.23889,31.65511,1.55911,0.00245,43.48382,9.73204,238.79426,0.09223,16.57196,0.04865,139.37719,26.90759,0.14277,3.45405,27.24434,35.47481,2.05285,42.12294,24.57831,8.52637,50.8761,65.9922,76.35065,36.03761,0.20653,34.03549,10.05975,38.60575,55.84517,37.43209,0.0,0.0,130.9378,176.34035,70.95219,20.25638,24.50556,263.90719,1.61025,0.03152,30.77395,0.01063,93.41452,0.80227,28.14568,21.55622,0.00011,0.33449,16.85449,41.65105,0.00023,48.24362,0.00018,255.37659,1.64181,73.94761,156.79283,33.55919,45.61904,121.047,38.50877,260.97089,51.84779,14.88808,231.00892,32.6496,0.00891,30.23405,2.35147,24.6979,7.11084,38.18716,1.74265,49.03195,25.65191,26.77407,170.15732,61.30317,26.21895,23.6857,128.26667,12.09842,158.71874,82.15029,92.34589,18.12111,204.8999,0.02337,7.42727,63.42569,44.35669,11.74483
16.75,100.52712,29.3065,1.43829,0.00226,40.34779,12.54887,222.22281,0.08809,15.37564,0.04719,129.63624,25.0603,0.13464,3.19221,25.25621,32.90217,1.89268,38.9473,22.71342,7.91298,47.15292,61.29453,70.9307,33.42095,0.19133,31.45845,9.32792,35.78486,51.80684,34.71199,0.0,0.0,121.69916,164.11313,65.89713,18.80478,22.72649,245.45193,1.48445,0.02934,28.54682,0.01047,86.82468,0.74035,26.01098,19.97874,0.0001,0.30898,15.62429,38.62814,0.00021,44.63751,0.00017,237.4627,1.51412,162.95192,145.97407,31.07413,42.3074,125.02128,35.71561,242.84133,48.10656,13.83085,214.77638,30.23893,0.00822,28.00824,2.16824,22.93732,6.57399,35.4543,1.60731,45.47162,23.80903,24.75469,158.16338,56.90744,24.2942,21.99115,119.19773,11.18336,147.70632,76.36811,85.75233,16.7483,190.46756,0.0217,6.85419,58.9547,41.10886,10.89038
17.25,92.81534,26.95789,1.31747,0.00206,37.21176,12.04082,205.65136,0.08394,14.17933,0.04573,120.35834,23.21302,0.12651,2.93036,23.26808,30.32952,1.73251,35.77165,20.84852,7.2996,43.42973,56.59687,65.51076,30.80429,0.17613,28.8814,8.5961,32.96398,47.76852,31.9919,0.0,0.0,112.46052,151.88591,60.84207,17.35319,20.94743,226.99666,1.35866,0.02715,26.31969,0.01031,80.23483,0.67842,23.87628,18.40127,0.0001,0.28347,14.39408,35.60522,0.00019,41.03141,0.00016,219.54881,1.38644,151.37932,135.15531,28.58907,38.99575,120.12184,32.92245,224.71177,44.36533,12.77362,198.54385,27.82825,0.01063,25.78243,1.985,21.17674,6.03715,32.72144,1.47196,41.91129,21.96614,22.7353,146.16943,52.51172,22.36945,20.29659,110.37722,10.2683,136.69389,70.58593,188.37263,15.37549,176.03521,0.02002,43.24609,54.48371,37.86103,10.03592
17.75,86.30724,25.03532,1.21935,0.00191,34.60643,12.51856,191.83884,0.08058,13.19586,0.04454,112.39586,21.6254,0.11993,2.71133,21.61284,28.2156,1.60212,33.16305,19.3217,6.79507,40.32002,52.68339,61.02378,28.65423,0.16384,26.77023,11.13976,30.63475,44.43875,29.7388,0.0,0.0,104.82601,141.7183,56.65956,16.15664,19.47363,211.65486,1.25625,0.02534,24.48891,0.01018,74.77985,0.62817,22.12853,17.10809,9e-05,0.26278,13.36993,33.12102,0.00018,38.05646,0.00015,204.70721,1.28259,141.15728,126.13214,26.5559,36.27498,112.31839,30.62579,209.57334,41.09871,11.91479,185.11537,25.85474,0.00988,23.95949,1.8359,19.71092,5.59742,30.44701,1.36198,38.98602,20.43479,21.15791,136.25602,48.85885,20.79245,18.90195,102.78743,9.5189,127.54641,65.76367,175.89058,14.25135,164.08968,0.01864,40.18273,50.76673,35.18496,19.21893
18.25,80.09858,23.21874,1.12687,0.00176,32.13313,11.6994,178.7127,0.07741,12.26533,0.04342,104.76062,20.10239,0.11375,2.50295,20.04042,26.2158,1.47913,30.69551,17.87897,6.31762,37.36293,48.965,56.7689,26.62026,0.15227,24.77495,10.37315,28.42785,41.28526,27.60189,0.0,0.0,97.59057,132.06309,52.69413,15.02354,18.07579,197.08763,1.15966,0.02362,22.75674,0.01005,69.60721,0.58082,20.47706,15.88565,8e-05,0.2433,12.39704,30.77083,0.00017,35.23854,0.00014,190.62996,1.18468,131.23856,117.55568,24.63515,33.70122,104.73627,28.45265,195.17904,42.81112,11.10532,172.38448,23.98999,0.01063,22.23679,1.6953,18.31843,5.18186,28.28663,1.2583,36.21874,18.98095,19.69049,126.8602,45.3908,19.30196,17.58192,95.50382,8.81071,118.8629,61.18022,163.70319,13.18907,152.76282,0.01733,37.25899,47.23732,32.65114,57.8702
18.75,74.37558,21.55498,1.04247,0.00163,29.85751,10.93469,166.61396,0.07452,11.41131,0.04239,97.72588,18.69849,0.1081,2.31249,18.60048,24.38124,1.36679,28.43498,16.55759,5.87889,34.64509,45.54641,52.84791,24.7542,0.14173,22.94725,11.17551,26.40148,38.39164,25.63796,0.0,0.0,90.92267,123.15418,49.03773,13.98214,16.78847,183.68847,1.07138,0.02202,21.16761,0.00993,64.84166,0.53762,18.96455,14.74811,8e-05,0.22552,30.26651,28.61407,0.00015,32.65609,0.00013,177.68033,1.09526,122.03456,109.65519,22.8756,31.33973,97.73603,26.45894,181.92859,49.84336,10.35864,160.67439,22.2815,0.00996,20.65834,1.56686,17.03633,4.79924,26.2965,1.16362,33.68013,17.64098,18.34843,118.21592,42.2088,17.93612,16.36367,88.63349,8.16198,110.85664,56.96521,152.41176,12.21621,142.34994,0.01613,34.61783,43.99201,30.3153,53.78907
19.25,97.36145,20.14915,0.97169,0.00152,27.91555,10.2619,156.24937,0.07209,10.6864,0.04152,91.70472,17.49565,0.10338,2.15226,17.38415,22.82558,1.27243,26.52382,15.44102,5.50552,32.33106,42.63385,49.49049,23.17159,0.13292,21.40238,10.50631,24.67982,35.93665,23.96599,0.0,0.0,85.21271,115.50495,45.90293,13.0955,15.68769,172.26084,0.99715,0.02062,19.81995,0.00984,60.76323,0.5014,17.6866,13.75387,8e-05,0.21062,70.93047,26.7838,0.00014,30.47109,0.00012,166.63401,1.02017,114.03694,102.89567,21.38812,29.33652,91.71794,24.7681,170.60881,53.78114,9.71797,150.68725,20.83678,0.00935,19.32339,1.45898,15.94056,4.47224,24.59372,1.08412,31.52748,16.49321,17.21799,110.84015,39.50961,16.78065,15.3172,82.63923,7.61359,103.99352,53.37208,142.63261,11.39428,133.47976,0.0151,32.45363,41.22619,28.31364,50.32458
19.75,105.16957,18.74333,0.90092,0.0014,25.97358,9.58911,145.88478,0.06967,9.9615,0.04065,85.68355,16.2928,0.09865,1.99204,16.16782,21.26993,1.17807,24.61267,14.32445,5.13215,30.01704,39.72129,46.13307,21.58898,0.12412,19.85751,9.8389,22.95817,33.48166,22.29402,0.0,0.0,79.50274,107.85572,42.76814,12.20887,14.58691,160.83322,0.92292,0.01921,18.47228,0.00974,56.68479,0.46519,16.40864,23.59539,7e-05,0.19572,66.08405,24.95353,0.00013,28.2861,0.00011,155.58769,0.94508,106.2132,96.13616,19.90064,27.33332,85.69986,23.07726,159.28903,50.52299,9.0773,140.70011,19.39205,0.00874,17.98843,1.3511,14.84478,4.14525,22.89093,1.00462,29.37484,15.34544,16.08756,103.46438,36.81043,15.62517,14.27072,108.44022,7.0652,97.1304,49.77894,132.85346,10.57236,124.60958,0.01408,30.28943,38.46037,26.31197,46.86009
20.25,99.1735,17.5834,0.84297,0.00131,24.35969,9.02666,137.24643,0.06767,9.36067,0.03993,80.64212,15.28823,0.09479,1.86049,15.16387,19.98109,1.10069,23.03532,13.40379,4.82263,28.10533,37.30836,43.3364,20.2776,0.11694,18.58311,9.26788,21.5203,31.44805,20.90782,0.0,0.0,74.75135,101.47455,40.17037,11.46668,13.67902,151.31641,0.86204,0.01804,17.35502,0.00965,53.28985,0.43558,15.35425,78.01798,7e-05,0.18354,62.07386,23.43792,0.00013,26.48158,0.00011,146.38279,0.88353,139.76569,90.46909,18.67265,25.67411,80.66862,21.67676,149.85789,47.65029,8.52958,132.36163,18.19936,0.00823,16.8852,1.26265,13.92544,3.87299,21.47295,0.93953,27.591,14.3904,15.13501,97.29548,34.5742,14.61378,13.39905,107.76258,6.61302,91.39006,46.76982,124.19739,9.89418,117.1896,0.01323,28.50076,36.14716,24.645,44.04835
20.75,93.50007,16.49457,0.78874,0.00122,22.84066,8.49612,129.10724,0.0658,8.79572,0.03925,75.88399,14.341,0.09118,1.73723,14.22132,18.7694,1.02823,21.55448,12.53979,4.53158,26.30995,35.03991,40.70189,19.04465,0.11022,17.38691,8.72472,20.16449,29.5363,19.60425,0.0,0.0,70.27714,95.46006,37.72789,10.76626,12.82691,142.35213,0.80502,0.01693,16.30438,0.00957,50.09254,0.40787,14.36451,73.20241,6e-05,0.17214,58.30548,22.01329,0.00012,24.78709,0.0001,137.71035,0.8259,131.34529,85.1179,17.51969,24.11437,75.92274,20.36022,140.97288,44.87381,8.00873,124.49987,17.07955,0.00775,15.84898,1.17981,13.05712,3.61656,20.13731,0.8786,25.9138,13.49109,14.2339,91.47554,32.47185,13.70182,12.57793,110.45378,6.18866,85.97438,43.92957,143.91441,9.25756,110.18896,0.01242,26.82068,33.96482,23.07481,41.42536
21.25,87.8269,15.4058,0.73451,0.00114,21.32172,7.9656,120.96847,0.06394,8.23079,0.03858,71.1261,13.39382,0.08756,1.61398,13.27882,17.55777,0.95577,20.07372,11.67584,4.24054,24.51467,32.77158,38.06751,17.81177,0.10351,16.19078,8.1816,18.80874,27.62464,18.30075,0.0,0.0,65.80315,89.44587,35.28554,10.06587,11.97484,133.3883,0.74801,0.01582,15.2538,0.00949,46.89539,0.38016,13.37482,68.38712,6e-05,0.16075,54.5373,20.58873,0.00011,23.09268,0.0001,129.03835,0.76827,142.62808,79.76699,16.36679,22.55471,71.1771,19.04375,132.08833,42.09747,7.4879,116.63851,15.95979,0.00727,14.81278,1.09698,12.18884,3.36015,18.80175,0.81767,24.23669,12.59183,13.33283,85.6559,30.36961,82.07891,11.75684,104.1387,5.76432,80.55898,41.08947,154.18782,8.62098,103.18868,0.01162,25.14068,31.78259,21.50471,38.80251
21.75,83.24079,14.5605,0.69297,0.00107,20.13769,7.54686,114.57817,0.0625,7.78856,0.03805,67.37281,12.65166,0.08479,1.5193,12.54812,16.61271,0.90012,18.92644,11.00675,4.01068,23.12134,31.00245,36.01189,16.85053,0.09839,15.26425,7.75312,17.74403,26.13391,17.27581,0.0,0.0,62.27366,84.72157,33.38059,9.51444,11.31357,126.32056,0.70418,0.01494,14.43446,0.00943,44.3686,0.35895,12.60839,64.70933,6e-05,0.15201,51.63235,19.47785,0.0001,21.77384,9e-05,122.1762,0.72404,135.24668,75.55634,15.4716,21.33765,67.42651,18.01746,125.11158,39.89491,7.07701,110.42752,15.07297,0.00688,13.94036,1.03341,11.51273,3.16288,17.7576,0.77093,22.92897,11.89517,12.60549,81.08833,28.73024,77.52346,11.10305,98.72515,5.42583,76.30552,38.87107,167.56356,8.12819,97.69627,0.01099,23.79352,30.06705,20.28462,36.75195
22.25,78.65467,13.7152,0.65142,0.001,18.95367,7.12812,108.18788,0.06106,7.34633,0.03752,63.61953,11.90949,0.08202,1.42463,11.81742,15.66765,0.84447,17.77915,10.33765,3.78082,21.72801,29.23332,33.95628,15.88929,0.09327,14.33773,7.32464,16.67932,24.64318,16.25087,0.0,0.0,58.74417,79.99726,31.47563,8.963,10.65229,119.25281,0.66035,0.01407,13.61511,0.00936,41.8418,0.33774,11.84195,61.03154,6e-05,0.14327,48.72739,18.36696,0.0001,20.455,9e-05,115.31405,0.6798,127.90126,71.34569,14.57642,20.1206,63.67592,16.99118,118.13484,37.69235,6.66613,104.21653,14.18616,0.0065,82.50082,0.96984,10.83663,2.96561,16.71344,0.7242,21.62125,11.19851,11.87816,76.52075,27.09087,72.96802,10.44926,93.3116,5.08734,72.05207,36.65266,158.71663,7.63541,92.20385,0.01036,22.44637,28.35151,19.06453,34.7014
22.75,74.10059,12.87617,0.6102,0.00094,17.77808,6.71232,101.84253,0.05963,6.90715,0.037,59.89295,11.17271,0.07928,1.33068,11.09213,14.72948,0.78925,16.64044,9.67359,3.55259,20.34497,27.4771,31.91567,14.93507,0.08819,13.41814,6.89916,15.6225,23.16332,15.23324,0.0,0.0,55.23968,75.30664,29.58458,8.4154,9.99596,112.23463,0.61686,0.0132,12.80158,0.0093,39.33328,0.31669,11.08128,57.38098,5e-05,0.13459,45.84305,17.2642,9e-05,19.14602,8e-05,108.50083,0.63591,120.60475,67.16502,13.6866,18.91241,59.95193,15.97237,111.20637,35.50528,6.25817,98.04986,13.35188,0.00613,77.61687,0.90676,10.16557,2.76985,15.67695,0.67783,20.32305,10.50704,11.15596,71.98491,25.46346,68.45023,9.80035,87.93539,4.75144,67.82892,34.45043,150.1677,7.14613,86.74991,0.00973,21.10814,26.64847,17.85349,32.66413
23.25,70.47825,12.21942,0.57835,0.00089,16.84798,6.38212,96.80422,0.05851,6.55668,0.03658,56.94311,10.59252,0.07715,1.25781,10.52458,13.9917,0.74649,15.75101,9.15589,3.37184,19.26101,26.09613,30.31116,14.185,0.08427,12.70023,6.56108,14.79518,21.99959,14.42831,0.0,0.0,52.46231,71.59538,28.09768,7.9792,9.4833,106.65781,0.58317,0.01252,12.15713,0.00925,37.35611,0.30044,10.48794,54.52226,5e-05,0.1278,43.55816,16.39779,9e-05,18.12386,8e-05,103.11066,0.60194,114.73093,63.85639,12.95243,17.96213,57.00146,15.17122,105.68188,33.76867,5.93541,93.17204,78.09278,0.00583,73.67198,0.85792,9.64115,2.61804,14.86319,0.64196,19.30184,9.96667,10.58305,68.37202,24.18371,65.02746,9.2934,83.64494,4.49095,64.48718,32.71855,142.87823,6.75879,82.41501,0.00923,20.02922,25.30881,16.90541,31.01328
23.75,66.8559,11.56268,0.5465,0.00084,15.91788,6.05192,91.76591,0.05739,6.2062,0.03616,53.99327,10.01233,0.07502,1.18495,9.95703,13.25393,0.70372,14.86158,8.63818,3.19108,18.17705,24.71517,28.70666,13.43493,0.08036,11.98231,6.22299,13.96787,20.83586,13.62338,0.0,0.0,49.68493,67.88412,26.61078,7.543,8.97064,101.08099,0.54948,0.01184,11.51268,0.00919,35.37893,0.28418,9.8946,51.66354,5e-05,0.121,41.27326,15.53138,8e-05,17.10169,8e-05,97.72049,0.56798,108.85711,60.54775,12.2371,17.01185,54.05099,14.37007,100.1574,32.03206,5.61265,88.29421,73.79614,0.00552,69.7271,0.80908,9.11673,2.46623,14.04943,0.6061,18.28062,9.42629,10.01014,64.75913,22.90395,61.60469,8.78644,79.3545,4.23046,61.14544,30.98667,135.58877,6.37146,78.08011,0.00873,18.9503,23.96915,15.95734,29.36243
24.25,63.23355,10.90593,0.51465,0.00079,14.98778,5.72172,86.7276,0.05627,5.85573,0.03574,51.04343,9.43213,0.07289,1.11209,9.38948,12.51615,0.66096,13.97215,8.12048,3.01033,17.09309,23.33421,27.10216,12.68485,0.07645,11.2644,5.88491,13.14055,19.67213,12.81845,0.0,0.0,46.90756,64.17286,25.12388,7.1068,8.45798,95.50417,0.51578,0.01115,10.86823,0.00914,33.40176,0.26793,9.30125,48.80482,5e-05,0.1142,38.98837,14.66496,8e-05,16.07953,7e-05,92.33032,0.53401,102.98329,57.23911,70.6367,16.06158,51.10052,13.56893,94.63292,30.29545,5.28989,83.41638,69.67378,0.00522,65.78221,0.76024,8.59231,2.31442,13.23567,0.57024,17.2594,8.88592,9.43723,61.14624,21.62419,58.18192,8.27949,75.06405,3.96997,57.8037,29.2548,128.2993,5.98413,73.74521,0.00823,17.87139,22.62949,15.00927,27.71158
24.75,60.27306,10.33316,0.4892,0.00074,14.22985,5.45234,82.607,0.05536,5.56956,0.0354,48.63726,8.96229,0.07117,1.05374,8.92859,11.91139,0.62674,13.25517,7.70185,2.86183,16.2178,22.21324,25.79982,12.07534,0.07333,10.68589,5.60837,12.47181,18.72735,12.16754,0.0,0.0,44.65205,61.12739,23.91633,6.75474,8.04363,90.95707,0.4888,0.0106,10.34017,0.0091,31.79651,0.25495,8.82321,46.45801,5e-05,0.10879,37.09225,13.96158,8e-05,15.25472,7e-05,87.92189,0.50683,98.17833,54.53907,66.99299,15.29068,48.69324,12.91753,90.13322,28.8747,5.02764,79.41914,66.33152,0.00498,62.63299,0.72116,8.16909,2.19273,12.57185,0.54155,16.4304,8.44921,8.9707,58.20688,20.58534,55.39339,7.87035,71.55698,3.76106,55.06934,27.84868,122.31724,5.66982,70.20302,0.00782,16.99095,21.54169,14.243,26.35327
